Citation_Text,Sentiment,Source
"Eigenvector centrality in particular has been successfully applied to many different types of networks, including hyperlinked web pages  , lexical networks  , and semantic networks  .",1,original
"  describe a novel algorithm for entropy estimation for which they claim very fast convergence time; using no more than about five pages of text, they can achieve nearly the same accuracy as  .",1,original
-Theory and Agreement Indices Two well-known measures for capturing the quality of manual annotations are agreement percentages and the kappa statistic  ,1,original
"Moreover, the deterministic dependency parser of Yamada and Matsumoto  , when trained on the Penn Treebank, gives a dependency accuracy that is almost as good as that of Collins   and Charniak  .",1,original
"The CDR   is assigned with access to clinical and cognitive test information, independent of performance on the battery of neuropsychological tests used for this research study, and has been shown to have high expert inter-annotator reliability  .",1,original
Synchronous parsing models have been explored with moderate success  .,1,original
"Similarly, if the task is to distinguish between binary, coarse sense distinction, then current WSD techniques can achieve very high accuracy  ).",1,original
.1 The Yarowsky algorithm Yarowsky   sparked considerable interest in bootstrapping with his successful method for word sense disambiguation,1,original
"The most notable of these include the trigram HMM tagger  , maximum entropy tagger  , transformation-based tagger  , and cyclic dependency networks  .",1,original
1 Introduction Parsing technology has come a long way since Charniak   demonstrated that a simple treebank PCFG performs better than any other parser   on parsing the WSJ Penn treebank  .,1,original
"Averaged perceptron  , which has been successfully applied to several tagging and parsing reranking tasks: The performance of the baseline model SCISSOR+ compared with SCISSOR  .",1,original
